Fiscal year,Proc Categ,Major Sector,Proc Type,Proc Meth,Proj Name,Proj ID,Len Instr Type,Lending Instr,Contract,Bor Ctr Ref #,#  Addendums,Ctr Awd Date,Supplier,Supp Ctry,Amount
2007,Goods,Education,"Equipment, Educational",International Competitive Bidding,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,BOOKS,SANCHIR TECH,#,11/23/2006,SANCHIR TECH,Mongolia,"17,379"
2007,Goods,Education,"Equipment, Educational",International Competitive Bidding,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,BOOKS,SOGOO NUUR,#,11/23/2006,SOGOO NUUR,Mongolia,"1,935"
2007,Goods,Education,"Equipment, Educational",International Competitive Bidding,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,BOOKS,KHAAN PRINTING,#,11/23/2006,KHAAN PRINTING,Mongolia,"18,299"
2007,Goods,Energy & mining,"Equipment, Electrical",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF ALUMINUM CABLES,GB0201A-15,#,10/20/2006,"HERMES CENTER CO.,LTD.",Mongolia,"890,275"
2007,Goods,Energy & mining,"Equipment, Electrical",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,"SUPPLY OF CABLE TEST VANE, PORTABLE FAULT LOCATION SYSTEM &",GB0601-16,#,10/20/2006,BAUR PRUF-UND MESSTECHNIK GMBH,Austria,"479,322"
2007,Goods,Energy & mining,"Equipment, Electrical",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF OVERHEAD LINE CONDUCTORS,GB-0301A-18,#,3/12/2007,"SBAT CO., LTD.",Mongolia,"398,882"
2007,Goods,Energy & mining,"Equipment, Electrical",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF PIPES AND VALES,GB 0702-19,#,5/30/2007,"TSATSRAKH TSOG CO.,LTD.",Mongolia,"609,000"
2007,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF POWER DISTRIBUTION TRANSFORMER,0501A-17,#,12/12/2006,"TAVRIDA-ELECTRIC MONGOLIA CO.,LTD.",Mongolia,"249,999"
2007,Goods,Energy & mining,"Equipment, Mechanical",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF SPUN CONCRETE POLES,0801,#,11/8/2006,INNER MONGOLIA ELECTRIC POWER TRANSMISSION EQUIPMENT PLANT,China,"929,768"
2007,Goods,Water/sanit/fld prot,"Equipment, Transportation",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF WATER AND WASTEWATER TRUCKS (LOT 1),TKG-01 (LOT 1),#,12/4/2006,"BURGED CO., LTD",China,"443,245"
2007,Goods,Water/sanit/fld prot,"Equipment, Transportation",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF WATER AND WASTEWATER TRUCKS (LOT 2,TKG-01 (LOT 2),#,12/4/2006,"BURGED CO., LTD",China,"51,754"
2007,Goods,Water/sanit/fld prot,"Equipment, Water Supply and Sewerage",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,"PREINSULATED DUCTILE IRON WATER PIPES, FITTINGS AND GOODS",PSG-01,#,9/20/2006,"MCS INTERNATIONAL CO., LTD",Mongolia,"1,591,621"
2007,Goods,Water/sanit/fld prot,"Equipment, Water Supply and Sewerage",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,"SUPPLY OF PREINSULATED POLYETHYLENE WATER PIPES, FITTINGS AN",PEG-01,#,7/31/2006,"BEIJING HTN PIPELINE EQUIPMENT CO., LTD.",China,"2,236,813"
2007,Goods,Water/sanit/fld prot,"Equipment, Water Supply and Sewerage",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,"SUPPLY OF PUMPS, CONTROLS AND ACCESSORIES",PPG-01,#,11/17/2006,PRESTIGE GROUP,Mongolia,"345,709"
2007,Goods,Water/sanit/fld prot,"Equipment, Water Supply and Sewerage",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF VALVES AND ACCESSORIES,VLG-01,#,11/17/2006,PRESTIGE GROUP,Mongolia,"495,744"
2008,Consultant Services,Agriculture,Training/Knowledge Transfer,Quality And Cost-Based Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,FACE-TO-FACE CONSULTING SERVICE,CS17,#,12/10/2007,CENTER FOR POLICY RESEARCH,Mongolia,"208,804"
2008,Consultant Services,Agriculture,Project Management,Quality And Cost-Based Selection,NEMO2 (Recipient executed),P110253,INVESTMENT,SPECIFIC INVEST LN,CONSULTING SERVICE FOR ENVIRONMENTAL REFORM,WILDLIFE CONSERVATION SOCIETY MO,#,5/27/2008,WILDLIFE CONSERVATION SOCIETY MONGOLIA,Mongolia,"80,000"
2008,Consultant Services,Agriculture,"Sector studies, Master Plans",Quality And Cost-Based Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,2008 COMBINED MID YEAR LIVESTOCK CENSUS SAMPLE SURVEY,CS 21,#,4/17/2008,NATIONAL STATISTICAL OFFICE OF MONGOLIA,Mongolia,"78,400"
2008,Consultant Services,"Public admin, Law",Institution building,CQS,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,"CONSULTING SERVICE FOR DESIGN, PRODUCTION, TESTING AND IMPLE",GAP/C/B1-013,#,10/17/2007,"NEW GATEWAY CO.,LTD.",Mongolia,"35,601"
2008,Consultant Services,"Public admin, Law",Institution building,Individual,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,DEVELOPING OF EFFECTIVE WAGE BILL TOOL,GAP/A3-004,#,7/31/2007,"NEXPERITY E.U.DCI,",Australia,"139,872"
2008,Consultant Services,"Public admin, Law","Management Advice, Technical/Operation A",Quality Based Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,TAX ADMINISTRATION REFORM STRATEGY AND IMPLEMENTATION,GAP/C/C1-008,1,10/24/2007,SIPU INTERNATIONAL AB OF SWEDEN IN ASSOCIATION WITH THE SWED,Sweden,"1,015,927"
2008,Consultant Services,"Public admin, Law","Management Advice, Technical/Operation A",Single Source Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,"UPGRADING DMFAS5.2, STRENGTHENING DEBT MANAGEMENT",GAP/C/A1-002,#,7/16/2007,UNITED NATIONS OFFICE PROJECT SERVICES (UNOPS),World,"33,392"
2008,Consultant Services,"Public admin, Law",Training/Knowledge Transfer,Quality Based Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,DEVELOPING A SUSTAINABLE PROCUREMENT TRAINING SYSTEM,GAP C/C2-019,#,5/13/2008,MANMOHAN RUPRAI,Canada,"65,500"
2008,Consultant Services,"Public admin, Law",Training/Knowledge Transfer,Quality And Cost-Based Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,DEVELOPING A SUSTAINABLE PROCUREMENT TRAINING PROGRAM,GAP/C/C2-019,#,3/14/2008,RAMBOLL MANAGEMENT,Denmark,"109,529"
2008,Consultant Services,"Public admin, Law",Training/Knowledge Transfer,Quality And Cost-Based Selection,MN-Strengthening the Auditors Capacity,P099496,UNKNOWN,Not assigned,COMPREHENSIVE TRAINING PROGRAMON COMPUTER ASISTED AUDIT TECH,MOG/2007/3-01,#,7/25/2007,KPMG,Malaysia,"180,000"
2008,Consultant Services,"Public admin, Law",CDS,Individual,MN Economic Capacity Tech. Assistance,P077778,INVESTMENT,TECHNICAL ASSIST LN,Freebalalnce Technical and Functional Expert for Supporting,FCS16/3803MOG/1B1,#,12/24/2007,FREEBALANCE INC.,Canada,"35,400"
2008,Consultant Services,"Public admin, Law","Tender Documents, Procurement Assistance",Individual,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,2nd phase of the project.,LJR-SPAR-CS-08/01,#,4/24/2008,MS. BATCHULUUN KHISHIGSAIKHAN,Mongolia,"6,400"
2008,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Quality And Cost-Based Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,SUPERVISION OF THE VERIFICATIONOF THE GEODETIC NETWORK,GAP/C/C3-004,#,8/2/2007,JUAN FRANCISCO PRIETO-MORIN,Spain,"10,000"
2008,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Quality And Cost-Based Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,"PUBLIC INVESTMENT PLAN REVIEWING, UPDATEING AND BUILDING",GAP/C/A1-005,#,10/9/2007,"GLOBAL EXPERT ADVISORS LLC, USA",United States,"234,532"
2008,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Single Source Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,UPGRADING CRYSTAL REPORTS TO INTERNET BASED REPORTING SERVIC,GAP/C/A2-007,#,12/17/2007,ANAR SOLUTIONS LLC,Mongolia,"5,000"
2008,Consultant Services,Info & communication,Policy and Strategy,Quality And Cost-Based Selection,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,2.4 SPECTRUM POLICY TECHNICAL ASSISTANCE,2.4 SPECTRUM POLICY TECHNICAL AS,#,7/6/2007,SPECTRUM STRATEGY CONSULTANTS,China,"150,000"
2008,Consultant Services,Info & communication,Project Management,Individual,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,4.1 PIU DIRECTOR,4.1 PIU DIRECTOR,#,3/11/2008,CH. NURGUL,Mongolia,"158,400"
2008,Consultant Services,Info & communication,CTT,Quality And Cost-Based Selection,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,TO PROVIDE SOUM WIRELESS NETWORK TELECOMMUNICATION SERVICE,1.3 CAP SUBSIDIES FOR TELE SVCS,#,3/23/2008,SKYTEL,Mongolia,"338,436"
2008,Consultant Services,Info & communication,CTT,Quality And Cost-Based Selection,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,TO PROVIDE SOUM WIRELESS NETWORK TELECOMMUNICATION SERVICE,1.3 G-MOBILE LLC,#,3/23/2008,G-MOBILE LLC,Mongolia,"1,267,718"
2008,Consultant Services,Info & communication,CTT,Quality And Cost-Based Selection,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,TO PROVIDE SOUM WIRELESS NETWORK TELECOMMUNICATION SERVICE,1.3 UNITEL LLC,#,3/23/2008,UNITEL LLC,Mongolia,"1,041,816"
2008,Consultant Services,Info & communication,CTT,Quality And Cost-Based Selection,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,TO PROVIDE SOUM WIRELESS NETWORK TELECOMMUNICATION SERVICE,1.3 MOBICOM CORPORATION,#,3/23/2008,MOBICOM CORPORATION,Mongolia,"302,353"
2008,Consultant Services,Education,CST,Individual,MN- Strengthening Inst Statistical,P104025,INVESTMENT,TECHNICAL ASSIST LN,STRENGTHENING CAPACITY OF NSO TO PROVIDE BETTER QUALITY DATA,MARTIN CUMPA,#,5/28/2008,MARTIN CUMPA,United Kingdom,"14,888"
2008,Consultant Services,Health & social serv,CST,Individual,MN- Strengthening Inst Statistical,P104025,INVESTMENT,TECHNICAL ASSIST LN,STRENGTHENING CAPACITY OF NSO TO PROVIDE BETTER QUALITY DATA,MARTIN CUMPA,#,5/28/2008,MARTIN CUMPA,United Kingdom,"14,888"
2008,Consultant Services,Energy & mining,Project Management,CQS,MN-GEF-Renewable Energy for Rural Access,P084766,INVESTMENT,SPECIFIC INVEST LN,Consulting Services for Creation of Soum Electricity Utility,SA-SU-B-01/2008,#,10/14/2007,"MON-ENERGY CONSULT CO., LTD.",Mongolia,"251,102"
2008,Consultant Services,Energy & mining,"Sector studies, Master Plans",Quality And Cost-Based Selection,Mongolia-EITI,P099936,INVESTMENT,TECHNICAL ASSIST LN,INTERNATIONAL AUDITOR TO UNDERTAKE THE MONGOLIA 1ST WITI REC,CRANE WHITE AND ASSOCIATES,1,11/4/2007,CRANE WHITE AND ASSOCIATES,Australia,"103,644"
2008,Consultant Services,Water/sanit/fld prot,Institution building,Quality And Cost-Based Selection,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,CONSULTING SERVICES OF PROJECT MANAGEMENT AND SUPERVISION,TA-02,1,7/25/2007,"JV OF EASEN INTERNATIONAL CO.,LTD.,H&J GROUP INC.& MONHYDROC",China,"1,129,110"
2008,Consultant Services,Water/sanit/fld prot,"Sector studies, Master Plans",Quality And Cost-Based Selection,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,"CONSULTING SERVICE OF LOW COST SANITATION ASSESSMENT, OPERAT",JEMR CONCULTING CO.,#,11/14/2007,JEMR CONSULTING CO.LTD,Mongolia,"234,416"
2008,Civil Works,Info & communication,"Works, Infrastructure",International Competitive Bidding,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,1.3(E) CAPITAL SUBSIDIES FOR SWN MANDAKH,1.3(E) CAPITAL SUBSIDIES FOR SWN,#,6/30/2008,SKYTEL,Mongolia,"68,394"
2008,Civil Works,Water/sanit/fld prot,"Works, Installation & Erection",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,BAYANKHOSHUU SOUTH AND NORTH PIPE-LAYING AND KIOSKS,BSNC-01 LOT2,#,3/14/2008,"JV OF KHURD CO., UNGUU ENGINEERING CO.,LTD, AND NAB CO.,",China,"1,268,072"
2008,Civil Works,Water/sanit/fld prot,"Works, Infrastructure",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PIPELAYING CONSTRUCTION AND REHABILITATION OF KIOSKS,DDC-01A (LOT 1),#,4/15/2008,"JV NAB CO.LTD., KJURD CO.,URGUU ENGINEERING CO.LTD.",Mongolia,"764,287"
2008,Civil Works,Water/sanit/fld prot,"Works, Infrastructure",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PIPELAYING AND CONSTRUCTION AND REHABILITATION OF KIOSKS, DDC-01B (LOT 2),#,4/15/2008,"JV OF SANJAT CO.,LTD. AND SELENA CO.LTD.",Mongolia,"759,504"
2008,Civil Works,Water/sanit/fld prot,"Works, Buildings",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,Construction of Pump stations in Bayankhoshuu ger area,C3890-MOG/PRC-01B,1,6/17/2008,MONINJBAR COMPANY,Mongolia,"630,096"
2008,Civil Works,Water/sanit/fld prot,"Works, Buildings",National Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,Construction of reservoirs in Bayankhoshuu ger area,C-3890-MOG//PRC-01A,#,3/4/2008,BAIGUULAMJ,Mongolia,"631,055"
2008,Goods,Agriculture,"Equipment, Educational",National Competitive Bidding,MN-Forest Landscapes,P097297,INVESTMENT,SPECIFIC INVEST LN,OFFICE FURNITURE,NO.1,#,4/15/2008,UB OFFICE SYSTEMS CO.LTD,Mongolia,"1,259"
2008,Goods,Agriculture,"Equipment, Educational",National Competitive Bidding,MN-Forest Landscapes,P097297,INVESTMENT,SPECIFIC INVEST LN,PERSONAL COMPUTERS,NO.2,#,4/15/2008,NEW SONIC CO.LTD,Mongolia,"1,594"
2008,Goods,Agriculture,"Equipment, Educational",National Competitive Bidding,MN-Forest Landscapes,P097297,INVESTMENT,SPECIFIC INVEST LN,PRINTER (ONE SET),NO.3,#,4/15/2008,BSB INTEGRATION LLC,Mongolia,545
2008,Goods,Agriculture,"Equipment, Educational",National Competitive Bidding,MN-Forest Landscapes,P097297,INVESTMENT,SPECIFIC INVEST LN,SCANNER/CPPIER WITH DUPLECING UNIT (ONE SET),NO.4,#,4/15/2008,MCS ELECTRONICS CO.LTD,Mongolia,"1,487"
2008,Goods,"Public admin, Law","Equipment, Educational",SHOP,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,EQUIPMENTS,LJR-SH-06/04,#,7/10/2007,"BSB SERVICES CO.,LTD.",Mongolia,"17,035"
2008,Goods,"Public admin, Law","Equipment, Educational",SHOP,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,STATIONARY,LJR-SH-06/03,#,7/10/2007,"TSEEG CO.,LTD.",Mongolia,647
2008,Goods,"Public admin, Law","Equipment, Electrical",International Competitive Bidding,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,"INTEGRATED PROCUREMENT MANAGEMENT, MONITORING ANF INFO. SYST",GAP/G/C2-020 (C2),#,11/6/2007,MCS ELECTRONICS LLC,Mongolia,"330,960"
2008,Goods,"Public admin, Law",Equipment Information Technology,International Competitive Bidding,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,SUPPLY AND INSTALLATION OF HARDWARE,LOT 1,#,9/20/2007,MCS ELECTRONICS LLC,Mongolia,"169,154"
2008,Goods,"Public admin, Law",Equipment Information Technology,International Competitive Bidding,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,SUPPLY AND INSTALLATION OF FIBER OPTIC NETWORK CONNECTIVITY,LOT 2,#,9/20/2007,MCS ELECTRONICS LLC,Mongolia,"76,977"
2008,Goods,"Public admin, Law",Equipment Information Technology,International Competitive Bidding,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,SUPPLY AND INSTALLATION OF SATELLITE NETWORK CONNECTIVITY EQ,LOT 3,#,9/20/2007,MCS ELECTRONICS LLC,Mongolia,"562,440"
2008,Goods,"Public admin, Law",Equipment Information Technology,International Competitive Bidding,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,Supply and installation of an Integrated Procurement Managem,GAP/G/C2-020,#,11/6/2007,MCS ELECTRONICS,Mongolia,"336,659"
2008,Goods,"Public admin, Law",Equipment Information Technology,SHOP,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,SERVER COMPUTERS FOR NATIONAL STATISTICAL OFFICE,GAP/G/B3-25,#,6/16/2008,"TOPICA CO., LTD",Mongolia,"151,705"
2008,Goods,"Public admin, Law","Equipment, Mechanical",SHOP,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,FURNITURE,LJR-SH-06/01,#,7/10/2007,"ANUN CO.,LTD.",Mongolia,"6,307"
2008,Goods,Education,"Equipment, Educational",International Competitive Bidding,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,PROCUREMENT OF 2600 BOOKSHELVES FOR RURAL SCHOOL PRIMARY GRA,READ/C.1-4,#,10/18/2007,ANUN LLC,Mongolia,"247,650"
2008,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF FURNITURE TO TEACHER'S COLLEGE,"LOT-1, 33-07-FTI",#,11/22/2007,"ANUN, LLC",Mongolia,"63,353"
2008,Goods,Finance,Equipment Information Technology,International Competitive Bidding,MN-Financial Capacity Dev. Project,P071023,INVESTMENT,TECHNICAL ASSIST LN,SUPPLY AND INSTALLATION OF REAL TIME GROSS SETTLEMENT SYSTEM,CMA SMALL SYSTEMS AB,#,5/27/2008,CMA SMALL SYSTEMS AB,Sweden,"802,083"
2008,Goods,Energy & mining,"Equipment, Electrical",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,LOT B: SUPPLY AND INSTALLATION OF KHOVD AIMAG'S DISTRIBUTION,"WARP-1, KHOVD",#,10/30/2007,"ENERGOSTAR CO., LTD.",Mongolia,"1,066,347"
2008,Goods,Energy & mining,"Equipment, Electrical",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,LOT C: SUPPLY AND INSTALLTION OF BAYAN-ULGEY AIMAG'S DISTRIB,"WARP-1, BAYAN-ULGEY",#,10/30/2007,"ENERGOTUR CO., LTD.",Mongolia,"1,496,111"
2008,Goods,Energy & mining,"Equipment, Electrical",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,SUPPLY AND INSTALLATION OF EASTERN DISTRIBUTION SYSTEM REHAB,"UBRP-1, EASTERN",#,12/14/2007,"KHURD CO., LTD.",Mongolia,"1,244,109"
2008,Goods,Energy & mining,"Equipment, Electrical",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF TOOLS AND EQUIPMENT FOR WESTERN THREE AIMAGS,GB WARP-1-21,#,10/30/2007,"SMS ELECTRIC CO., LTD.",China,"55,000"
2008,Goods,Energy & mining,"Equipment, Electrical",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,"SUPPLY OF METERS, CURRENT TRANSFORMERS AND HHMRD",GB UBRP-1-22,#,12/14/2007,"SHENZHEN HOANINGDA METERS CO., LTD.",China,"788,348"
2008,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,LOT A: WESTERN AIMAGS DISTRIBUTION SYSTEM REHABILITATION PRO,"WARP-1, UVS",#,10/30/2007,"KHURD CO., LTD.",Mongolia,"1,346,609"
2008,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF HARDWARD AND LAN,IT-001-20,#,10/2/2007,MISCO CO. LTD,Mongolia,"279,300"
2008,Goods,Energy & mining,Equipment Information Technology,International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF HARDWARD AND LAN,GB IT-001-20,#,9/22/2007,MISCO CO.LTD.,Mongolia,"279,300"
2008,Goods,Energy & mining,"Equipment, Transportation",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF VEHICLES AND SPECIAL TRUCKS,GB UBRP-1-23,#,12/14/2007,"MOST INTERNATIONAL CO., LTD., MONGOLIA",Mongolia,"596,115"
2009,Consultant Services,Agriculture,CAD,Quality And Cost-Based Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,audit service,LOT 1 AUDIT SERVICE,#,4/22/2009,DABG AUDIT LLC,Mongolia,"9,500"
2009,Consultant Services,Agriculture,CAD,Quality And Cost-Based Selection,MN-Sustainable Livelihoods II,P096439,INVESTMENT,ADAPTABLE PROGRAM LN,audit service,LOT 1 AUDIT SERVICE,#,4/22/2009,DABG AUDIT LLC,Mongolia,"7,000"
2009,Consultant Services,Agriculture,Institution building,Single Source Selection,MN-Sustainable Livelihoods II,P096439,INVESTMENT,ADAPTABLE PROGRAM LN,Capacity building for community mobilization,CS-8-2-3,#,10/22/2008,CENTER FOR SOCIAL DEVELOPMENT,Mongolia,"679,493"
2009,Consultant Services,Agriculture,Training/Knowledge Transfer,Quality And Cost-Based Selection,MN-Sustainable Livelihoods II,P096439,INVESTMENT,ADAPTABLE PROGRAM LN,TRAINING IN PASTURE-LAND PLANNING IN 8 AIMAGS.,CS-7-1-8,1,12/30/2008,CENTER FOR POLICY RESEARCH,Mongolia,"170,483"
2009,Consultant Services,Agriculture,CED,Single Source Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,Face to face education in Sukhbaatar aimag.,CS28,#,5/5/2009,CENTER FOR POLICY RESEARCH,Mongolia,"43,154"
2009,Consultant Services,Agriculture,CST,Single Source Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,2009 mid year livestock census in 4 aimags,CS 29,#,5/4/2009,NATIONAL STATISTICAL OFFICE OF MONGOLIA,Mongolia,"65,159"
2009,Consultant Services,"Public admin, Law",CAD,Quality And Cost-Based Selection,MN Economic Capacity Tech. Assistance,P077778,INVESTMENT,TECHNICAL ASSIST LN,audit service for 2008 financial audits.,LOT 2 OF AUDIT SERVICE,#,4/22/2009,ULAANBAATAR AUDIT LLC,Mongolia,"4,280"
2009,Consultant Services,"Public admin, Law",CAD,Quality And Cost-Based Selection,MN-Private Sector Development Credit II,P088992,INVESTMENT,FINAN INTERMED LN,audit service,LOT 2,#,4/22/2009,ULAANBAATAR AUDIT LLC,Mongolia,"7,000"
2009,Consultant Services,"Public admin, Law",CAD,Quality And Cost-Based Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,providing audit service for 2008 financial audits.,LOT 2 OF AUDIT SERVICE,#,4/22/2009,ULAANBAATAR AUDIT LLC,Mongolia,"7,750"
2009,Consultant Services,"Public admin, Law","Management Advice, Technical/Operation A",CQS,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,SERVICES OF THE PUBLIC AWARENESS CAMPAIGN ON PUBLIC ADM REGU,LJR-SPAR-CS-08/07,#,4/22/2009,KHASHKHUU NARANJARGAL,Mongolia,"2,000"
2009,Consultant Services,"Public admin, Law","Management Advice, Technical/Operation A",Individual,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,SERVICES OF THE NATIONALCONSULTANT OF IN-HOUSE DRAFTING PROG,LJR-SPAR-CS-08/12,#,5/20/2009,AYUSH DAVAANYAM,Mongolia,"1,500"
2009,Consultant Services,"Public admin, Law","Management Advice, Technical/Operation A",Individual,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,CONSULTANT OF IN-HOUSE DRAFTING PROGRAM IN GENERAL CUSTOMS O,LJR-SPAR-CS-08/10,#,5/15/2009,DAMDINJAV BASSANJAV,Mongolia,"1,500"
2009,Consultant Services,"Public admin, Law","Management Advice, Technical/Operation A",Individual,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,CONSULTANT OF IN-HOUSE DRAFTING PROGRAM OF THE MOJHA AGENCIE,LJR-SPAR-CS-08/11,#,5/15/2009,SARANCHIMEG DASHTSEREN,Mongolia,"5,000"
2009,Consultant Services,"Public admin, Law",CAN,Individual,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,International consultant for Assisting in Bid Evaluation for,GAP/C/A3-020,#,12/8/2008,KPMG ADVISORY SERVICES,Singapore,"20,200"
2009,Consultant Services,"Public admin, Law",CAN,Single Source Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,"Consulting service of Design, Production, Testing and Implem",GAP/C/A3-019,#,10/24/2008,INFORMATION COMMUNICATION INITIATIVE,Mongolia,"44,358"
2009,Consultant Services,"Public admin, Law",Training/Knowledge Transfer,CQS,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,TRAINING ACTIVITIES RELATED TO THE DEVELOPMENT OF PUBLIC ADM,LJR-SPAR-CS-08/06,#,4/20/2009,UKHNAA TUYA,Mongolia,"2,000"
